Input,Predicted,Actual
- Are you afraid?,आप <unk> <unk> हो ?,- आप डरते हैं?
They can get us anything.,हम हमें नहीं नहीं नहीं ।,वे हमें कुछ भी प्राप्त कर सकते हैं.
- Como se llama?,<unk> <unk> <unk> <unk> है,-कोमोसे ? लामा
"Scabies, I'm talking about scabies.","मुझे , , बारे में में कर रहा .","खुजली, मैं खुजली के बारे में बात कर रहा था।"
- I don't care!,<unk> नहीं नहीं है,- मुझे परवाह नहीं है!
"Nice meeting you, boyses.","आप , , <unk> <unk> .",मिलकर ख़ुशी हुई लड़कों।
- He is somewhere here.,<unk> <unk> <unk> है .,- वो यहीं कहीं है.
- What about fuel?,<unk> के के <unk> <unk>,- और ईंधन का क्या?
"Hey, talk to me.","<unk> , , , <unk> .","अरे, मुझसे बात।"
He collaborated with Himmler.,<unk> <unk> <unk> <unk> <unk> .,इसने हिमलर से सहयोग किया.
How about right up there?,"<unk> , <unk> , <unk> है ?",कैसे के बारे में सही वहाँ?
"Yeah, that's not the point.","<unk> , यह <unk> नहीं है है .","बात नहीं है कि हाँ, ."
"The Hindus, the Buddhists.","<unk> , <unk> <unk> <unk> .","हिंदुओं, बौद्धों."
Hand over the tape.,<unk> <unk> <unk> <unk> .,टेप हमें दे दो।
You're not a killer.,<unk> <unk> नहीं नहीं ।,आप एक हत्यारा नहीं हो।
- But it feels right!,"यह , यह है है",- लेकिन यह सही लग रहा है!
Do not breathe on me.,<unk> <unk> <unk> <unk> नहीं .,मुझ पर साँस नहीं है.
[ WOMAN SOBBING ],<unk> <unk> <unk> <unk> कर,[महिला रो]
Would you like some tea?,आप एक <unk> <unk> <unk> हैं ?,आप कुछ चाय चाहेंगे?
Her name is Sharmila?,<unk> <unk> <unk> है है,उसका नाम शर्मिला है?
She was the total package.,<unk> <unk> <unk> . .,वह कमाल की थी।
I called the shots.,<unk> <unk> <unk> <unk> . .,मेरा कहा ही होता था.
- I just don't...,"<unk> , . . . .",- मैं अभी नहीं...
It does not even exist.,<unk> <unk> <unk> नहीं नहीं है,मुझे मानचित्र दिखाएं।
- I only worry that-,<unk>,"- Attalus, कि क्या था"
Can you help me?,क्या मुझे मुझे <unk> ? ?,क्या मेरी मदद कर सकते हैं?
Have you seen him?,तुम मुझे <unk> <unk> ? ?,क्या आपने उसे देखा है?
He has crinkly eyes.,<unk> <unk> <unk> <unk> . .,उसकी आँखें बहुत छोटी हैं।
"No problem, make a call.","<unk> , , एक <unk> । .","कोई दिक्कत नहीं, फोन कर लो."
What a silly boy.,<unk> <unk> <unk> है .,क्या एक मूर्ख लड़का।
[ SIREN BLARING ],<unk> <unk> <unk> <unk> कर,[मोहिनी blaring]
I have a ship.,<unk> <unk> <unk> है .,मेरे पास जहाज है...
"Well, we can do her.","नहीं , हम हम सकते सकते हैं ।","ठीक है, हम उसे कर सकते हैं."
Move out of the way.,<unk> <unk> <unk> . .,/i हूँ रास्तेसेहट जाओ.
"Gentlemen, you heard the lady.","<unk> , तुम <unk> <unk> .","सज्जनो, आप महिला के बारे में सुना."
Restoring the ansible connection.,<unk> <unk> <unk> <unk> .,Ansible कनेक्शन को बहाल करना.
- Did you touch anything?,तुम <unk> <unk> <unk> ? ?,- तुम्हें छू कुछ क्या?
"Oh, she loved me.","<unk> , , , मुझे .","ओह, वह मुझे प्यार करता था."
What do you got?,क्या क्या हो ? ?,तुम्‍हें क्‍या मिला?
- That guy whose wallet...,<unk> <unk> के <unk> . .,उस आदमी जिसका बटुए ...
"Raleigh, this is Hercules Hansen,",<unk> <unk> <unk> <unk> <unk> <unk> <unk> है,"रैले, इस पहलवान हैनसेन है,"
They set me up again.,"<unk> , मैं <unk> <unk> . .",वे फिर से मेरे ऊपर डाल दिया.
There was too much violence?,<unk> <unk> <unk> था ?,बहुत ज्यादा हिंसा नहीं थी?
"- I'm sorry, it's not.","मुझे , , , , यह है है","- मुझे माफ करना, यह नहीं है हूँ."
I don't know his name.,मैं इस <unk> <unk> <unk> . .,मैं उसका नाम पता नहीं है।
"""When the twilight falls.""",""" <unk> <unk> <unk> <unk> "" ""","""जब सांझ गिर जाता है।"""
They'll--They'll never believe us.,उन्होंने भी भी नहीं नहीं नहीं .,They'll - They'll हमें विश्वास कभी नहीं.
I'm the Dragon Warrior.,<unk> <unk> <unk> <unk> . .,मैं ड्रैगन योद्धा हूँ।
Evaluations from your senior officers:,<unk> <unk> <unk> <unk> <unk> .,तुम्हारे वरिष्ठ अफ़सरों के मूल्यांकन:
"There's a chance, isn't there?",यह <unk> है है है है है है ?,"एक मौका है, क्या नहीं?"
"Oh, no you don't!","नहीं , नहीं , नहीं ! !","ओह, नहीं तुम नहीं!"
You fly that thing?,<unk> <unk> <unk> <unk> है,आप कि बात उड़ ?
"Mom, Dad, I'm coming!","<unk> , <unk> , <unk> <unk> ! ! !","मम्मी, पापा, मैं आ रहा हूँ!"
"Listen, John... with all sincerity...",<unk> . <unk> के . . . . .,"सुनो, जॉन ... सब ईमानदारी के साथ ..."
You were going anyway.,वे वे <unk> <unk> . .,"बहरहाल, तुम जा रहे हो ."
A lethal fighting machine.,<unk> <unk> <unk> <unk> . .,एक घातक लड़ाकू मशीन।
I got a cigar.,<unk> एक <unk> <unk> .,मैं एक सिगार है.
"- Mother, please stop it.","<unk> , , <unk> मत .","-माँ,अब बस करो"
What's on your arm?,<unk> <unk> <unk> <unk> <unk> है,तुम्हारे हाथ में क्या है?
I was a little concerned..,<unk> <unk> <unk> <unk> था .,-मुझे फ़िक्र होने लगी थी
"Come on, let's go.","चलो , चलो । चलो .","चलो, चलो चलते हैं."
I've seen your artwork.,अपने अपने <unk> <unk> <unk> .,मैं अपनी कलाकृति को देखा है
"Imagine, two wives, Pelle.","<unk> , <unk> , <unk> .","कल्पना करो, दो पत्नियाँ, पेले."
But did she see you?,"वह , क्या क्या ? ?",लेकिन वह तुम्हें देखा था?
- I'm coming with you.,मैं तुम्हें साथ आ रहा .,-मैं तुम्हारे साथ चलूँगी।
"Please, don't do this.","नहीं , यह यह नहीं .","कृपया, ऐसा नहीं करते हैं।"
He was just hungry.,<unk> <unk> <unk> था .,वह सिर्फ भूखा था.
What is the password?,<unk> <unk> <unk> है ?,पासवर्ड क्या है?
The man has enough trouble.,<unk> <unk> <unk> <unk> है है .,इस के पास पहले ही पर्याप्त मुसीबतें है.
