Input,Predicted,Actual
"Odyssey, telemetry shows structural overstress.","<unk> <unk> , <unk> <unk> <unk> <unk> .","ओडिसी,टेलीमेटरीशो संरचनात्मक overstress"
How is your girl friend?,<unk> <unk> है है है है ?,कैसी है तुम्हारी गर्ल फ्रेंड?
I know them all.,<unk> <unk> <unk> है है .,मैं उन सब को पता है.
How dare you beat us!,<unk> <unk> <unk> <unk> <unk> ! !,तुम्हारी हिम्मत कैसे हुई हमें मारने की?
-We need something that floats.,<unk> कुछ कुछ की <unk> है .,कुछ .
"Vincent, look he's not here.","<unk> , , वह यहाँ नहीं है .","विन्सेंट, देखो वह यहाँ नहीं है।"
This--this-- it's a forgery.,यह एक <unk> है .,इस - इस - यह एक जालसाजी है.
Let's get out of here.,<unk> यहाँ से नीचे नीचे .,चलो यहाँ से चले जाओ.
"For her, it was all-consuming.",<unk> <unk> <unk>,"उसकेलिए,यह सब लेनेवालीथी."
You know...what I'm talking about!,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> है <unk>,- तुम्हें पता है मेरा क्या मतलब है!
Moving to the 25th vertebra.,<unk> के के के लिए .,25 बांस में चल रहा है.
And the other brother?,<unk> सबसे <unk> <unk> ? ?,और दूसरे भाई?
"Not you, fat Jesus.","<unk> <unk> , , <unk> . .","तुम नहीं, वसा यीशु."
- How's it going?,<unk> यह क्या है रहा है,- सब कैसा चल रहा है?
On New Year's Eve?,<unk> <unk> <unk> <unk> <unk> <unk> ?,नए साल की पूर्व संध्या पर?
I hope you'll survive.,<unk> <unk> आप <unk> <unk> । ।,मुझे आशा है कि तुम जीवित हूँ से.
I don't trust him.,<unk> मुझ मत मत करो है .,- मैं उसे भरोसा नहीं है.
Let go of me.,मुझे मुझे <unk> . .,मुझे छोड़ दो..
I can't do this tonight.,<unk> इस तेजी बर्बाद नहीं सकते हैं ।,"खैर, यह मुश्किल नहीं है, विंसेंट। जब तुम ऐसे व्यवहार करो..."
No. Something is wrong.,<unk> <unk> <unk> . .,"नहीं, कुछ गलत है."
We gotta keep movin'.,<unk> ' <unk> <unk> जला .,हम 'movin रखना होगा.
I'll be all right.,<unk> ठीक ठीक हो जाएगा .,मैं सब ठीक हो जाएगा.
That's why I'm here.,<unk> <unk> <unk> <unk> <unk> . .,इसीलिए मैं यहाँ हूँ .
"Give me some backup, here!","<unk> मुझे कि कि , , , ,",मेरी थोड़ी मदद करो!
They make people slaves.,<unk> <unk> <unk> <unk> . .,वे लोगों को गुलाम बनाने।
That last Martini was a...,<unk> <unk> <unk> <unk> . . .,यही कारण है कि पिछले एक मार्टिनी था ...
"Information is power, my friend.","<unk> , , , , , है .","सूचना शक्ति, मेरा दोस्त है."
"Yeah, let's go home.","<unk> , चलो चलो चलते चलो","हाँ, चलो घर चलते हैं।"
What hooliganism is this?,<unk> इस यह है है ?,यह क्या गुंडागर्दी है?
Sorry about your friends.,तुम्हारी मां में में . .,दोस्तों का अफसोस है.
Let's call his cell.,<unk> <unk> <unk> <unk> है ।,चलो अपने सेल फोन.
Out of respect... and distresses.,<unk> <unk> <unk> . . . . .,सम्मान से... और चिंताओं.
Where did he get him?,<unk> उसे उसे किया किया ?,वह उसे कहाँ से मिली?
- l don't know.,मुझे नहीं नहीं . .,-मैं नहीं जानती.
Anybody get to you yet?,आप आप के लिए है ? ?,कोई अभी तक तुमसे मिला?
"- Safety first, Cooper.","<unk> <unk> , , <unk> .","- सुरक्षा पहले, Cooper."
Are you all right?,<unk> तुम्हें ठीक है ठीक है,तुम ठीक हो?
It's not a good time.,<unk> एक समय समय है . .,अभी ठीक समय नहीं है।
She wants a divorce,<unk> ' एक <unk> <unk>,रोजीने को तलाक चाहिए
Who's going to stop me?,<unk> मुझसे रोकना करना करना है है ?,कौन मुझे रोक रहा है?
How old are you? 12?,<unk> <unk> <unk> तैयार तैयार ? ?,तुम्हारी उम्र क्या है?
Who gave you another name.,<unk> <unk> और और और . .,कौन हो तुम एक और नाम दिया है.
They started the projection again.,<unk> <unk> <unk> <unk> .,वे प्रक्षेपण फिर से शुरू कर दिया।
Where's the other one?,<unk> <unk> <unk> है ?,अन्य एक कहाँ है?
Loyal apes around him.,<unk> <unk> पीछे पीछे <unk> .,उसके वफ़ादार वानर उसके साथ हैं।
Her name is Sharmila?,<unk> नाम <unk> <unk> है ?,उसका नाम शर्मिला है?
They can defend themselves.,<unk> <unk> <unk> कर कर सकते,जागते रहो.
"Not the fucking desk, Ronnie.","<unk> <unk> <unk> , <unk> .",नहीं डेस्क नहीं रॉनी।
"Everything out, and quick!","<unk> , , और ! !","सब कुछ बाहर, और जल्दी!"
Build me a funeral pyre.,<unk> <unk> <unk> <unk> <unk> .,मुझे एक चिता बनाएँ.
"Man, we screwed now.","<unk> , <unk> <unk> <unk> <unk> .",सब किया धरा गुड़ गोबर हो जाएगा।
"Baskin-Robbins always finds out, bro.","<unk> हमेशा <unk> के <unk> , <unk> .","बास्किन रॉबिन्स हमेशा भाई, पता चल गया।"
- I would be delighted.,<unk> <unk> <unk> . .,इसे सुबह के लिए रहने दें?
"Where are you going, sir?","<unk> तुम , , , , , ?","आप कहाँ जा रहे हैं, सर?"
- Have you voted?,<unk> <unk> <unk> <unk> ?,- क्या आपने वोट दिया है?
Pull up your satellite feed.,<unk> <unk> <unk> <unk> . .,अपने उपग्रह फ़ीड खींचो.
So where are we going?,<unk> कहाँ जा जा जा ? ?,तो हम कहाँ जा रहे हैं?
A dreamer after all.,<unk> <unk> के <unk> <unk> .,एक सपने देखने के बाद सब.
What do you mean?,<unk> कुछ कुछ है है ?,आप क्या मतलब है?
Let me worry about that.,<unk> इसके बारे में में में में,मुझे इस बारे में चिंता करते हैं.
It will take you south.,<unk> <unk> <unk> <unk> <unk> .,यह तुम्हें दक्षिण ले जाएगा.
Came out of a laboratory.,<unk> <unk> <unk> <unk> .,प्रयोगशाला से निकला है।
Who do you miss more?,<unk> कुछ कुछ कुछ <unk> ? ?,तुम्हें किसकी याद ज़्यादा आती है?
